lexical_density,avg_sentence_length,dep_distance,tree_depth,polysemy,label
0.4838709677419355,19.19047619047619,3.8185404339250493,7.0,8.096666666666666,easy
0.502262443438914,20.09090909090909,3.3214285714285716,6.590909090909091,8.144200626959247,easy
0.47921225382932164,17.576923076923077,2.937618147448015,6.5,8.961424332344214,easy
0.5072765072765073,20.91304347826087,3.0440613026819925,6.956521739130435,9.225071225071225,easy
0.4043583535108959,19.666666666666668,3.0631808278867103,7.0,8.26056338028169,easy
0.532033426183844,19.944444444444443,3.3674418604651164,7.166666666666667,9.329457364341085,easy
0.4858490566037736,14.454545454545455,2.9947159841479523,5.295454545454546,8.1137339055794,easy
0.4649122807017544,18.387096774193548,3.3173374613003097,6.548387096774194,7.610208816705336,easy
0.5176767676767676,18.857142857142858,2.963675213675214,7.380952380952381,9.324909747292418,easy
0.4822064056939502,17.5625,2.9909228441754916,6.1875,7.855072463768116,easy
0.5146443514644351,20.782608695652176,3.227027027027027,7.217391304347826,7.237288135593221,easy
0.548,17.24137931034483,2.847750865051903,5.9655172413793105,8.150127226463104,easy
0.4945945945945946,19.473684210526315,3.13189448441247,6.2631578947368425,8.377697841726619,easy
0.4573804573804574,20.91304347826087,3.599644128113879,7.565217391304348,8.212389380530974,easy
0.4635108481262327,17.482758620689655,2.9503424657534247,6.241379310344827,10.2,easy
0.47266313932980597,16.676470588235293,3.445925925925926,6.470588235294118,8.582568807339449,easy
0.4578696343402226,14.627906976744185,2.863572433192686,5.790697674418604,7.550106609808102,easy
0.5110062893081762,15.142857142857142,3.147496617050068,5.476190476190476,8.29957805907173,easy
0.45871559633027525,16.76923076923077,3.1852551984877127,5.884615384615385,7.743119266055046,easy
0.5130434782608696,17.424242424242426,3.036106750392465,6.121212121212121,8.248792270531402,easy
0.4156050955414013,16.526315789473685,2.972857142857143,6.2631578947368425,8.92255125284738,easy
0.4833887043189369,14.333333333333334,2.9958734525447044,5.476190476190476,9.476297968397292,easy
0.5338345864661654,19.95,3.3141025641025643,6.95,7.165584415584416,easy
0.5225903614457831,12.76923076923077,2.984,5.019230769230769,8.93579766536965,easy
0.45707070707070707,15.84,3.203125,5.8,8.812734082397004,easy
0.4923747276688453,15.3,2.8743169398907105,5.9,9.217142857142857,easy
0.4510108864696734,16.92105263157895,3.118131868131868,6.105263157894737,7.795045045045045,easy
0.5058823529411764,17.5,3.0384615384615383,6.352941176470588,6.99781181619256,easy
0.5408653846153846,19.80952380952381,2.937888198757764,7.190476190476191,7.194078947368421,easy
0.4117647058823529,13.26,2.719736842105263,5.28,8.261702127659575,easy
0.48519736842105265,13.217391304347826,2.835904628330996,5.173913043478261,7.771551724137931,easy
0.46494464944649444,18.066666666666666,3.198697068403909,6.266666666666667,8.216931216931217,easy
0.4522184300341297,17.235294117647058,3.1981981981981984,6.352941176470588,7.375903614457831,easy
0.47874015748031495,18.676470588235293,3.08298755186722,6.4411764705882355,8.443254817987151,easy
0.5,16.23076923076923,3.1454545454545455,5.615384615384615,7.749206349206349,easy
0.4651539708265802,16.675675675675677,3.0236111111111112,6.1891891891891895,8.12227074235808,easy
0.44556451612903225,18.37037037037037,3.1631205673758864,6.222222222222222,7.862857142857143,easy
0.5677083333333334,14.222222222222221,3.2101313320825517,5.333333333333333,8.043771043771043,easy
0.37890625,17.066666666666666,3.1133004926108376,6.133333333333334,7.75975975975976,easy
0.49891540130151846,13.969696969696969,2.7490421455938696,5.818181818181818,9.165217391304347,easy
0.46943231441048033,19.083333333333332,3.0152091254752853,6.708333333333333,7.5576923076923075,easy
0.4973544973544973,18.9,3.1954022988505746,6.2,7.838129496402877,easy
0.41594827586206895,16.571428571428573,2.9290780141843973,6.178571428571429,7.476470588235294,easy
0.5171026156941649,16.566666666666666,2.757042253521127,6.7,8.135897435897435,easy
0.4664764621968616,14.604166666666666,3.1827706635622817,5.166666666666667,8.505070993914808,easy
0.43983402489626555,16.620689655172413,2.9889502762430937,6.310344827586207,7.8408408408408405,easy
0.4524236983842011,22.28,3.188180404354588,7.72,7.782608695652174,easy
0.41956521739130437,18.4,3.2782931354359928,6.48,8.427652733118972,easy
0.5163147792706334,20.84,2.9720853858784895,6.76,8.33838383838384,easy
0.4364406779661017,20.52173913043478,3.1361058601134215,6.913043478260869,8.587719298245615,easy
0.3919354838709677,15.5,3.410041841004184,5.425,7.864628820960698,easy
0.40380549682875266,15.258064516129032,2.9592592592592593,6.0,6.868347338935574,easy
0.514820592823713,16.435897435897434,2.954607977991747,6.487179487179487,8.684563758389261,easy
0.4563953488372093,19.11111111111111,3.4296875,6.444444444444445,8.508,easy
